word|phonemes
רָאִיתִי|raˈiti
אֶתְמוֹל|etmol
רַגְלֵי|ragli
רַגְלֵי|raglai
מִקְרֵה|mikre
מְבַקֵּשׁ|mevakeʃ
הַאֶפְשָׁר|aˈefʃar
עוֹמֶדֶת|oˈmedet
נָסַע|nasa
מְעַטִּים|meˈatim
הַשּׁוֹמֵר|aʃomer
גָּרְמוּ|garmu
שֶׁקִּבֵּל|ʃekibel
אָסוּר|asur
הַמֵּידָע|ameida
הַקָּהָל|akaal
בַּעֲנַף|beˈanaf
בַּעֲנַף|baˈanaf
מִלְחָמוֹת|milxamot
לוֹחֵם|loxem
עָרְכוּ|erko
עָרְכוּ|arxu
אֲזוֹרֵי|azori
הַלָּשׁוֹן|alaʃon
הַקֶּשֶׁת|aˈkeʃet
הַטְעָנָה|ataˈana
הֶסְדֵּר|aˈseder
בַּשָּׂדֶה|basade
בַּשָּׂדֶה|besade
בְּעָיָה|beˈaja
סֶלַע|ˈsela
הַמִּבְצָר|amivtsar
סָבַר|savar
קְצִין|katsin
הִוָּה|hiva
בְּחִירוֹת|bxirot
נוֹצְרָה|notsra
מֶרְחַק|merxak
פֵּרוּק|peruk
הַמְּצִיאוּת|ametsiˈut
מֻסְלְמִים|muslemim
מִשְׁקָל|miʃkal
הַמִּבְנִים|amivnim
הָעוֹבְדִים|aˈovdim
מֵימָן|mimen
מֵימָן|meiman
מַסְלוּל|maslul
פִּתֵּחַ|piˈteax
הַתַּחֲרוּת|ataxarut
בְּנוֹכְחוּת|benoxexut
תַּהֲלִיכִים|taalixim
חֶלְבּוֹנִים|xelbonim
יָשַׁבְתִּי|jaˈʃavti
הַכְּנִימָה|aknima
הַבָּקָר|abakar
הַבָּקָר|aˈboker
הַבָּקָר|aboker
לְשַׁבָּת|laˈʃevet
צְרִיכִים|tsrixim
מֵתִים|metim
מִכְתָּב|mixtav
טוֹבִים|tovim
מַתְאִים|matˈim
שֶׁרַק|ʃarak
שֶׁרַק|ʃerak
רֹאשׁוֹ|roʃo
מַתְחִילָה|matxila
הַיָּשָׁן|ajaʃan
הַיָּשָׁן|ajaʃen
שַׂחְקָנֵי|saxkanei
עֵזֶר|azar
עֵזֶר|ˈezer
כִּיס|kis
הַיְּסוֹד|ajesod
מֶסֶר|masar
מֶסֶר|ˈmeser
לַעֲבֹד|laˈavod
לַעֲצֹר|laˈatsor
וְהַדָּבָר|veadavar
וְהַדָּבָר|veaˈdever
שְׂרִידֵי|sridei
הַתּוֹרָה|atora
הַנִּמְצָא|animtsa
בֶּחָצֵר|bexatser
בֶּחָצֵר|baxatser
לְיַצֵּר|lejatser
לְהַחֲזִיר|leaxzir
תִּקְשֹׁרֶת|tikˈʃoret
הִתְקַבֵּל|hitkabel
הוֹפֵךְ|hofex
בְּדִיקַת|bdikat
רַעֲיוֹנוֹת|raˈajonot
מִתּוֹכָם|mitoxam
מֻגְבָּל|mugbal
מִזְרָחָה|mizˈraxa
לַח|lax
שִׁירֵי|ʃiri
שָׁוֶה|ʃave
שָׁוֶה|ʃava
פְּעֻלַּת|peˈulat
הַדּוֹר|adur
הַדּוֹר|ador
גִּיר|gir
בְּמַאֲבָק|bemaˈavak
בְּמַאֲבָק|bamaˈavak
בִּתְנָאִים|betnaˈim
בִּתְנָאִים|batnaˈim
בְּהֶקְשֵׁר|behekʃer
בְּהֶקְשֵׁר|bahekʃer
נִכְשַׁל|nixʃal
הַמִּפְלָגוֹת|amiflagot
שֶׁשִּׁמְּשׁוּ|ʃeʃimʃu
לְצָרְכֵי|letsorxei
הַמְּבֻסָּס|amevusas
הַקּוֹלוֹת|akolot
מוֹרֶשֶׁת|moˈreʃet
שֶׁנּוֹצַר|ʃenotsar
הַמֻּסְלְמִי|amuslemi
הָרֹב|arov
דֹּפֶן|ˈdofen
הוֹפִיעָה|hoˈfiˈa
הַשִּׁירִים|aʃirim
הָרֶכֶב|herkev
רַכֶּבֶת|raˈkevet
רַכֶּבֶת|raˈxavta
פִּתְרוֹן|pitron
כּוֹלְלִים|kolelim
הַהֶעְתֵּקִים|aheˈetekim
וְהַלַּח|vealax
צְבִי|tsvi
פְּסָלִים|psalim
הַקְּלָאסִית|akˈlasit
אַשְׁרָה|aʃra
תִּרְכּוֹבוֹת|tirkovot
חֻמְצוֹת|xumtsot
הָאָדוֹן|aˈadon
לִשְׁמֹעַ|liʃˈmoˈa
נָאֶה|naˈe
הַבַּר|abar
רוֹצִים|rotsim
תּוֹעֶלֶת|toˈelet
קָרָה|kara
הַקִּיר|akir
עָלֵינוּ|aˈleinu
כָּאֵלּוּ|kaˈelu
הָיִינוּ|aˈjinu
הַסְּפָרִים|asfarim
בִּשְׁעַת|biʃˈat
לְשַׁלֵּם|leʃalem
שָׁבוּעַ|ʃavuˈa
בִּקְצֵה|bakatse
בִּקְצֵה|bekatse
בִּקְצֵה|biktse
בַּחֹרֶף|beˈxoref
בַּחֹרֶף|baˈxoref
יֵדְעוּ|jadˈu
לְהִתְקַיֵּם|lehitkajem
הֶחָצֵר|axatser
מִידֵי|midei
מְקוֹמִי|mekomi
שַׂחְקָנִים|saxkanim
פָּרָשׁ|paraʃ
פָּרָשׁ|pereʃ
הַקּוֹל|akol
הָאֲמִתִּי|aˈamiti
הַסִּכְסוּךְ|asixsux
בָּעִתּוֹן|beˈiton
בָּעִתּוֹן|baˈiton
וְאַל|veˈel
וְאַל|veˈal
וּבַהֶמְשֵׁךְ|uvehemʃex
וּבַהֶמְשֵׁךְ|uvahemʃex
הַתַּהֲלִיךְ|ataalix
הַפְּרָטִים|apartim
הָאֶצְבָּעוֹת|aˈetsbaˈot
דָּן|dan
בְּמַסַּע|bemasa
בְּמַסַּע|bamasa
בְּקַו|bekav
בְּקַו|bakav
מַטָּרוֹת|matarot
מְצוֹק|matsok
יִתְרוֹן|jitaron
וּבָהֶן|uvahen
שְׂמֹאל|smol
שֶׁשִּׁמֵּשׁ|ʃeʃimeʃ
אִישִׁי|iʃi
בְּשִׁירָה|beʃira
בְּשִׁירָה|baʃira
בְּחַיָּיו|bexajav
בְּהַנְהָגַת|beanagat
צַיִד|ˈtsajid
הָאֳנִיָּה|aˈonija
סַמְכוּת|samxut
שֶׁכָּלְלָה|ʃekalela
תְּעָלַת|teˈalat
שִׁרְיוֹן|ʃirjon
צְבָאִיִּים|tsvaˈijim
הִתְנַגְּדוּ|hitnagdu
הָרֶקַע|aˈreka
הָעַמִּים|aˈamim
הָאוֹקְיָנוֹס|aˈokˈjanus
בָּאֲוִיר|baˈavir
בָּאֲוִיר|beˈavir
וְחֵלֶק|veˈxelek
וְחֵלֶק|vexalak
חֲזִית|xazit
הַדֵּעוֹת|adeˈot
הַבֵּינְלְאֻמִּית|abejnleˈumit
הַדָּתִי|adati
תָּכְנִיּוֹת|toxnijot
בַּתָּכְנִית|betoxnit
בַּתָּכְנִית|batoxnit
מוֹקְשִׁים|mokʃim
מוּצְרֵי|mutsrei
חוֹקְרִים|xokrim
הַפֶּסֶל|aˈpesel
הַפֶּסֶל|apasal
הַנְדָּסִי|andasi
בְּאוֹתָם|beˈotam
אַגַּן|agan
הַתֵּאוֹרְיָה|ateˈorja
בְּשִׁלְהֵי|beʃilhei
אוּנִיבֶרְסִיטַת|uniˈversitat
הַמַּדָּעִי|amadaˈi
הוֹרְמוֹן|hormon
בְּסַמִּים|besamim
בְּסַמִּים|basamim
הַשַּׁחֶפֶת|aʃaxefet
הִרְגַּשְׁתִּי|hirˈgaʃti
לִישֹׁן|liʃon
הָלַכְתִּי|aˈlaxti
יָכְלָה|jaxla
שֶׁמָּא|ˈʃema
הִצִּיגָה|heˈtsiga
רָחוֹק|raxok
צְעָדִים|tsaˈadim
חֲבָל|ˈxevel
חֲבָל|xaval
קַלָּה|kala
הַשָּׂדֶה|asade
נִרְאוּ|nirˈu
הַחְלָטָה|axlata
דַּרְכָּהּ|darka
מֵעֵץ|meˈets
מַטָּה|ˈmata
מַטָּה|mate
מַטֵּה|mita
לָרֹאשׁ|laroʃ
לָרֹאשׁ|leroʃ
הַדִּיּוּן|adijun
הָרָשׁוּת|areʃut
הָרָשׁוּת|araʃut
לְחֹק|lexok
לְחֹק|laxok
הִתְקַבְּלָה|hitkabla
הַתְּעוּפָה|ateˈufa
סְגַן|sgan
מְפַתֵּחַ|mafˈteax
מְפַתֵּחַ|mefaˈteax
מְסִבּוֹת|mesibot
עוֹסֵק|osek
עִבְרִי|ivri
הָאֵרוּעִים|aˈeruˈim
הִכִּיר|hikir
בְּנִסְיוֹן|benisajon
סְכוּם|sˈxum
מַשָּׂא|masa
שִׁלּוּב|ʃiluv
שְׁאֵלַת|ʃeˈelat
שְׁאֵלַת|ʃaˈalta
שְׁאֵלַת|ʃaˈalt
עָזַב|azav
הָעֳבַר|huˈavar
הַפִּתּוּחַ|apiˈtuax
הֶחָשׁוּב|axaʃuv
בִּמְדִינַת|bimdinat
בְּבִנְיַן|bebinjan
בְּבִנְיַן|babinjan
דָּרוֹמָה|daˈroma
הַקְּרָבוֹת|akravot
הַקְּרָבוֹת|akervot
שְׁטָחִים|ʃtaxim
הַלּוֹחֵם|aloxem
חֻקִּית|xukit
חֲבֶרְתִּי|xevrati
חֶבְרָתִי|xaverti
הַיָּרִיב|ajariv
מַאֲבָק|maˈavak
דֵּעוֹת|deˈot
הַטּוֹעֲנִים|atoˈanim
רְחָבָה|rexava
רְחָבָה|raxava
נִתְפַּס|nitpas
לָמַד|lamad
לָמַד|lamed
הַקּוֹמוּנִיסְטִי|akomuˈnisti
בְּקֶשֶׁר|beˈkeʃer
סֶמֶךְ|samax
נֹאמַר|nomar
מַחְלֹקֶת|maxˈloket
וּמִשָּׁם|umiʃam
עֲשׂוּיָה|asuja
הַמְּקוֹמִית|amekomit
הַשּׁוּלַיִם|aʃuˈlajim
הַכְּלָל|aklal
הַטֶּמְפֵּרָטוּרָה|atemperaˈtura
גִּיל|gil
בּוֹר|bor
בּוּר|bur
בְּאִרְגּוּן|beˈirgun
בְּאִרְגּוּן|baˈirgun
וּבֵית|uvait
קִשְׁרֵי|kiʃrei
עָתִיד|atid
בַּמָּקוֹר|bemakor
בַּמָּקוֹר|bamakor
בִּדְרָכִים|badraxim
הִקָּווּת|hikavut
הַמּוֹסָד|amosad
זֶהוּת|zehut
מְצַיֵּן|metsajen
יוֹצֵר|jotser
יוֹצֵר|jutsar
מְאַפְשֶׁרֶת|meˈafˈʃeret
יָרֹק|jarok
וּבְכָל|uvxol
הַצָּהֳרַיִם|atsohoˈrajim
יָשָׁר|jaʃar
פָּנָיו|panav
אִשֵּׁר|iʃer
מֵתוּ|ˈmetu
לִזְמַן|zmanit
הִסְבִּיר|hisbir
הִסְבִּיר|asavir
שֶׁעָלָיו|ʃeˈalav
הַשַּׁעַר|aˈʃaˈar
הַסָּמוּךְ|asamux
בִּרְצִיפוּת|birtsifut
לַעֲרֹךְ|laˈarox
הַצַּד|atsad
הִסְכִּים|hiskim
בְּלֵב|belev
בְּלֵב|balev
בְּפֶתַח|beˈfetax
בְּפֶתַח|baˈpetax
בְּצֶבַע|beˈtseva
בְּצֶבַע|baˈtseva
נָדִיר|nadir
לַצִּבּוּר|letsibur
לַצִּבּוּר|latsibur
הַצֶּדֶק|aˈtsedek
הַנּוֹכְחִי|anoxexi
בְּקַלּוּת|bekalut
רֶכֶב|raxav
רֶכֶב|ˈrexev
מֻחְלָט|muxlat
לִתְקוּפָה|letkufa
לִתְקוּפָה|latkufa
לְפֶתַח|lefaˈteax
לְרֶגֶל|laˈregel
לְרֶגֶל|leˈregel
לְרַגֵּל|leragel
תְּמִיכָה|tmixa
תְּמוּנָה|tmuna
פְּרָקִים|prakim
הַמַּטָּרָה|amatara
הִתְגַּלּוּ|hitgalu
הַנִּמְצָאִים|animtsaˈim
גּוֹרֶמֶת|goˈremet
נוֹתְרָה|notra
צְבָאוֹ|tsvaˈo
צְבָאוֹ|tsavˈu
הַחָפְשִׁית|axofʃit
שְׁלִיטָה|ʃlita
הֶעֱבַרְתְּ|aˈavarat
חָתַם|xatam
עֶמְדוֹת|amadot
בִּטּוּל|bitul
תָּקַף|takaf
תָּקַף|takef
הָאֶזְרָח|aˈezrax
לְסַפֵּק|lesapek
בִּפְעֻלּוֹת|bifˈulot
לִקְבֹּעַ|likˈboˈa
שֵׁבֶט|ˈʃevet
מוֹפִיעִים|mofiˈim
מִפְקֶדֶת|mifˈkedet
זִהוּי|zihui
הִשְׁתַּתֵּף|hiʃtatef
בְּתַפְקִיד|betafkid
בְּתַפְקִיד|batafkid
הִתְיַשְּׁבוּת|hitjaʃvut
הַמֶּרְחָק|amerxak
קִיּוּם|kijum
תְּחוּמִים|txumim
הַסִּגְנוֹן|asignon
בִּפְרַס|bifras
בִּפְרַס|bapras
הֶחֳמָרִים|axomarim
הָאֲדוֹנִים|aˈadonim
מָחָר|maxar
וְכָעֵת|vekaˈet
הַמַּלְכוּת|amalxut
הַמַּלְכוּת|amalkot
מַפָּה|mapa
וַדַּאי|vadai
וַדַּאי|vadaˈi
הַכֶּסֶף|aˈkesef
הַפְּרָחִים|apraxim
לִילָדִים|lejeladim
לִילָדִים|lajeladim
הִצְהִיר|hitsˈhir
מַחְשָׁבָה|maxʃava
לִדְבָרָיו|lidvarav
בְּלֹא|belo
כְּשֶׁהִיא|keʃehi
הוֹלֶכֶת|hoˈlexet
הַקְּטַנָּה|aktana
מוּזִיקָה|ˈmuzika
מַכָּה|maka
מֵבִיא|mevi
מְנַסֶּה|menase
שֶׁאֵינָהּ|ʃeˈeina
הַתּוֹצָאָה|atotsaˈa
בְּפִי|befi
לַאֲתָר|leˈatar
לַאֲתָר|laˈatar
לַאֲתָר|leˈater
לְהֶשֵּׂגִים|lehesegim
לַהֲרֹג|laarog
אִינְסוּלִין|insulin
אוֹרֵחַ|oˈreax
אוֹרֵחַ|ˈorax
בִּתּוֹ|bito
בַּשִּׁיטָה|baʃita
בַּשִּׁיטָה|beʃita
נִטְעַן|nitˈan
מִתְקַדְּמִים|mitkadmim
מִפְעַל|mifˈal
לְאַנְשֵׁי|leˈanʃei
אָמָּן|amen
אָמָּן|oman
אָמָּן|iman
כָּלְשֶׁהִי|ˈkolʃehi
הִתְרַחֵשׁ|hitraxeʃ
גְּדֵלִים|gdelim
גְּדֵלִים|gdalim
סִבָּה|siba
הַלְּאֻמָּנִים|aleˈumanim
פְּלִישָׁה|pliʃa
בַּלְּחִימָה|belexima
בַּלְּחִימָה|balexima
תָּכְנִיתוֹ|toxnito
נֶעֶצְרוּ|neˈetsru
הַוַּעֲדָה|avaˈada
הַסִּבּוֹת|asibot
אִחוּד|ixud
אֻכְלוּסִיָּה|uxlusija
מַאֲמָץ|maˈamats
הַמְּלוּכָה|ameluxa
הַמְּקוֹמִי|amekomi
בַּאֲזוֹרֵי|beˈezorei
גְּדוּדֵי|gdudi
גְּדוּדֵי|gdudei
בְּמִשְׁקָל|bemiʃkal
חֶלְקִית|xelkit
הָאִישִׁי|aˈiʃi
הַחֶרֶב|aˈxerev
בְּדֵמוֹקְרַטְיָה|bedemoˈkratja
בְּדֵמוֹקְרַטְיָה|bademoˈkratja
מַחֲלַת|maxalat
מֵהַתְּקוּפָה|meatkufa
מַנְגְּנוֹן|manganon
לִפְעִילוּת|lapeˈilut
לִפְעִילוּת|lepeˈilut
וּמְאֻחָר|vemeˈuxar
שַׁחְמָט|ʃaxmat
אֵפֵקְט|efekt
הִנָּם|hinam
הִשְׁתַּמֵּשׁ|hiʃtameʃ
הַפִילוֹסוֹף|afilosof
הַהִיסְטוֹרִי|ahisˈtori
הַדְּמוּיוֹת|admujot
רָמוֹת|ramot
צִיּוּרֵי|tsijuri
בַּדֶּגֶל|beˈdegel
בַּדֶּגֶל|baˈdegel
הַבִּימָה|abima
הַצִּיּוֹנוּת|atsijonut
רְשִׁימָה|reʃima
לַהֲפָקַת|leafakat
אַקְלִים|aklim
הָאוּנִיבֶרְסִיטָה|aˈuniˈversita
מַדָּעִי|madaˈi
לִמּוּדָיו|limudav
בְּתַחֲרוּת|betaxarut
בְּתַחֲרוּת|bataxarut
אַרְסֶנַל|arsenal
חֵן|xen
וְהִנֵּה|vehine
חֵפֶץ|ˈxefets
חֵפֶץ|xafets
חֵפֶץ|xafats
רָעָה|raˈa
לְבַד|levad
כָּלִיל|klil
מִשְׂרָה|misra
מִשְׂרָה|miʃra
מִשְׂרָה|maʃre
מִשְׂרָה|maʃra
בְּתוֹכוֹ|betoxo
טַעַם|ˈtaˈam
טַעַם|taˈam
הַכֹּהֵן|akohen
הֶעֱלָה|heˈela
נוֹתֵן|noten
וְנִרְאֶה|venirˈe
וְנִרְאֶה|venirˈa
הַחוֹלֶה|axole
הַגְּבָרִים|agvarim
לִכְבוֹד|lixvod
עוֹר|or
מִגְרַשׁ|migraʃ
לִפְתֹּחַ|lifˈtoax
וְאוּלָם|veˈulam
הַגֶּשֶׁר|aˈgeʃer
רֶצַח|retsax
רֶצַח|ratsax
שְׂדוֹת|sadot
עֶזְרָה|ezra
כֵּהֶה|kehe
הוֹצִיא|hotsi
הַצְּמָחִים|atsmaxim
הַסְּמוּכִים|asmuxim
דּוֹר|dor
נוֹשְׂאִים|nosˈim
מִשְׂרְדֵי|misradi
מִשְׂרְדֵי|misradei
מִשְׂרְדֵי|misradai
מַחְסוֹר|maxsor
מְגַלֶּה|megale
קְדַם|ˈkedem
קְדַם|kadam
קְדַם|kdam
אֲגַם|agam
הַמְּשׁוֹרֵר|ameʃorer
הַשְּׁרִירִים|aʃririm
הֶעָבָר|aˈavar
הֶעָבָר|aˈaver
הָרִשְׁמִי|ariʃmi
בְּנֶשֶׁק|beˈneʃek
בְּנֶשֶׁק|baˈneʃek
צוּר|tsur
נַהָג|naag
נִדְרָשׁ|nidraʃ
לְנִצָּחוֹן|lenitsaxon
לְנִצָּחוֹן|lanitsaxon
כָּבְשׁוּ|kavʃu
קָרְבָּנוֹת|korbanot
הַחוֹמוֹת|axomot
גֵּנֵרָל|general
בֻּצְּעוּ|butsˈu
מְפַקְּדֵי|mefakdei
מְפַקְּדֵי|nifkadei
לְכִבּוּשׁ|lekibuʃ
לְכִבּוּשׁ|lakibuʃ
תּוֹמְכֵי|tomxei
לִשְׁלֹט|liʃlot
לְמַטְּרוֹת|lematarot
לְמַטְּרוֹת|lamatarot
לְמַטְּרוֹת|lematrot
הַכִּכָּר|akikar
מֶתַח|ˈmetax
מֶתַח|matax
חָל|xal
הַקְּשָׁרִים|akʃarim
הַקְּשָׁרִים|hekʃerim
הַכְרָזַת|axrazat
מִתְקַדֵּם|mitkadem
מְחַבֵּר|mexaber
מְחַבֵּר|maxber
מְחַבֵּר|mexaver
לְשִׁנּוּי|laʃiˈnui
לְשִׁנּוּי|leʃiˈnui
לַזֶּהוּת|lezahot
פֶּסֶל|ˈpesel
פֶּסֶל|pasal
הַמֻּנָּח|amunax
הַמְּקֻבָּל|amekubal
הַסִּפְרוּת|asifrut
הַסְּפָרוֹת|asaparut
הַסִּפְרוּת|asfarot
טֵלֵוִיזְיָה|teleˈvizja
מְמֻצָּע|memutsa
שֶׁזָּכָה|ʃezaxa
שְׁכָבוֹת|ʃxavot
פְּגִיעוֹת|pgiˈot
הַשָּׂפוֹת|asafot
הָאֵשׁ|aˈeʃ
הַכְּתִיבָה|aktiva
הֶבְדֵּלִים|hevdelim
הָרִיצָה|aritsa
הָרִיצָה|heˈritsa
מֻזְכָּר|muzkar
מִפְלַס|miflas
מִפְלַס|mefales
גּוּפִים|gufim
הַמְּאַפְיְנִים|ameˈafjenim
גֵּנֵטִית|geˈnetit
הָאַלְמֻגִּים|aˈalmogim
הַזְּבוּבִים|azvuvim
בְּקִרְבִּי|bekirbi
צָחַק|tsaxak
מַכִּיר|mekir
קוֹלִי|koli
הַשָּׁמַיִם|aʃaˈmajim
צִלּוּם|tsilum
נִמְסַר|nimsar
שַׁיָּךְ|ʃajax
בָּמָה|bame
קוֹרְאִים|korˈim
בָּאֲדָמָה|baˈadama
בָּאֲדָמָה|beˈadama
צֶמַח|ˈtsemax
צַר|tsar
נִשְׁאֲרוּ|niʃˈaru
מְהֵרָה|mehera
שֶׁבָּאוּ|ʃeˈbaˈu
קַלּוּת|kalot
עַנְפֵי|anfei
שׁוֹמֵר|ʃomer
שְׁחֹרִים|sxorim
עֲסָקִים|asakim
זְמַנֵּי|zmani
שְׁנִיָּה|ʃnija
זַכַּאי|zakai
הִתְיַחֵס|hitjaxes
הֵטִילוּ|heˈtilu
וְכַאֲשֶׁר|vekaˈaʃer
חֲמוֹר|xamor
חֲמוֹר|xamur
אֶפְשָׁרִית|efʃarit
אֱנוֹשִׁי|enoʃi
הֶחְלִיטָה|hexˈlita
הַזְּכוּת|azxut
הַדּוֹמֶה|adome
בִּמְהֵרָה|bimhera
רֵד|red
מִכָּאן|mikan
מַסְמֵר|masmer
לָרַב|larav
לָרַב|lerav
לָרַב|larov
לָנוּעַ|laˈnuˈa
שֶׁהֵבִיאוּ|ʃeheviˈu
קֶשֶׁת|ˈkeʃet
קֶשֶׁת|kaʃat
קַרְקַע|ˈkarka
פָּרְצוּ|partsu
עֲלִילָה|alila
אָבְדַן|ovdan
אֹסֶף|ˈosef
אֹסֶף|osef
כִּשָּׁלוֹן|kiʃalon
הַמִּזְרָחִית|amizraxit
הַבָּשָׂר|abasar
דִּמְיוֹן|dimjon
גּוֹל|gol
סִפּוּרִים|sipurim
נָע|na
כְּשִׁיר|kaʃir
תִּגְבֹּרֶת|tigˈboret
הַשְּׁבוּיִים|aʃvujim
נָסוֹגוּ|naˈsogu
הֲרוּגִים|arugim
מְטוֹסִים|metosim
הַקְּצִינִים|aktsinim
מִפְרַץ|mifrats
הוּצְאוּ|hutsˈu
שָׂפוֹת|safot
שָׂפוֹת|sfot
צַו|tsav
מַלְכוּתוֹ|malxuto
הַבַּמַּאי|abamai
לִיבֵּרָלִית|libeˈralit
וּבְרֹאשָׁם|uveroʃam
וּבְנוֹסָף|uvnosaf
בְּשִׁתּוּף|beʃituf
לְהוֹפִיעַ|lehoˈfiˈa
לִבְנִיַּת|livnijat
קֶטַע|ˈketa
הַמְּקוֹמוֹת|amekomot
הָאָמָּנִים|aˈomanim
לִמּוּדֵי|limudi
לִמּוּדֵי|limudei
לִמּוּדֵי|limudai
לְהַבְחִין|leavxin
תְּכוּנוֹת|txunot
וְזָכָה|vezaxa
וְזָכָה|vezaka
פִּיצוּץ|pitsuts
עֲבוֹדַת|avodat
אִמּוּנִים|imunim
הַמִּתְחָם|amitxam
הַבֵּינוֹנִי|abejnoni
הָעִוְּרִים|aˈivrim
יְצִיאַת|jestiˈat
בִּתְחוּמֵי|bitxumei
הֲפָקַת|afakat
הָאֵבֶל|aˈevel
הָאֵבֶל|aˈavel
אַלְבּוֹם|albom
מָרָתוֹן|ˈmaraton
הַמֵּרוֹץ|ameruts
הַסַּיָּף|aˈsajif
מְאוּמָה|meˈuma
הַכָּבוֹד|akavod
הַנְּסִיכָה|anesixa
בְּהֶחְלֵט|behexlet
הַקֵּן|aken
יָבוֹא|javo
תּוּכַל|tuxal
עָשְׂתָה|asta
הַשִּׁחְרוּר|aʃixrur
רָצוּ|ratsu
רָצוּ|ˈratsu
כָּתוּב|katuv
כָּתוּב|ktov
הַרְאֵה|herˈa
יוֹרֵד|jored
לְפָנָיו|lefanav
עֻבָּרִים|ovrim
הִכְרִיזָה|hixˈriza
הַבְּעָיָה|abeˈaja
נוֹחַ|ˈnoax
יַחְדָּיו|jaxdav
לְוַתֵּר|levater
לְחַיִּים|lexajim
לְחַיִּים|leˈxajim
לְחַיִּים|laxajim
פִּנּוּי|piˈnui
גּוּפוֹ|gufo
בַּכְּנֶסֶת|baˈkneset
מְנַהֵל|menahel
מְנַהֵל|minal
לְהִתְיַחֵס|lehitjaxes
דְּרוֹמִית|dromit
גְּבוּלוֹת|gvulot
מַטָּרָה|matara
לְשַׁלֵּב|leʃalev
לְשַׁלֵּב|laʃalav
לְשַׁלֵּב|leʃalav
לַדָּרוֹם|ladarom
לַדָּרוֹם|ledarom
לַדָּרוֹם|lidrom
וִידֵאוֹ|vidjo
שִׁחְרוּר|ʃixrur
פָּגְעוּ|pagˈu
אִיֵּי|ijei
הַמּוּזִיקָה|aˈmuzika
הַמִּקְרִים|amikrim
הַקָּדוֹשׁ|akadoʃ
הַכְּנִיסָה|aknisa
הַכְּנִיסָה|hixˈnisa
הַסְּפּוֹרְט|asport
בְּרֵאָיוֹן|bereˈajon
בְּרֵאָיוֹן|bareˈajon
בְּצוּרוֹת|betsurot
בְּצוּרוֹת|batsurot
בַּסְּבִיבָה|basviva
מִתְקָפָה|mitkafa
הַדִּיוִיזְיָה|adiˈvizja
הַבִּצּוּרִים|abitsurim
בְּמַחֲנוֹת|bemaxanot
בְּמַחֲנוֹת|bamaxanot
הַחֻקָּה|axuka
בַּמַּעֲרָכָה|bemaˈaraxa
בַּמַּעֲרָכָה|bamaˈaraxa
לַבְּרִית|lebrit
לַבְּרִית|labrit
הֶחֱזִיקוּ|hexeˈziku
עָסְקוּ|asku
הַיְּדוּעָה|ajeduˈa
בְּכִוּוּן|bekivun
בְּכִוּוּן|bakivun
מַמְלֶכֶת|mamˈlexet
מִסְמָכִים|mismaxim
וָאֵילָךְ|vaˈeilax
שֶׁקִּבְּלוּ|ʃekiblu
עִמָּם|amam
עִמָּם|imam
טֶקֶס|ˈtekes
